id	title	description	availability	condition	price	link	image_link	quantity_to_sell_on_facebook	brand	isv	net_price
A75645	"Espatula metal para pintura #1 deli"	"Espatula metal para pintura #1 deli"	"in stock"	new	59.00	https://acosa.com.hn/product/espatula-metal-para-pintura-1-deli	https://acosa.com.hn/wp-content/uploads/2024/08/73902-1.webp	778	DELI	1.15	51.3
A75646	"Espatula metal para pintura #2 deli"	"Espatula metal para pintura #2 deli"	"in stock"	new	59.00	https://acosa.com.hn/product/espatula-metal-para-pintura-2-deli	https://acosa.com.hn/wp-content/uploads/2024/08/73902-2.webp	834	DELI	1.15	51.3
A75647	"Espatula metal para pintura #3 deli"	"Espatula metal para pintura #3 deli"	"in stock"	new	59.00	https://acosa.com.hn/product/espatula-metal-para-pintura-3-deli	https://acosa.com.hn/wp-content/uploads/2024/08/73902-3.webp	791	DELI	1.15	51.3
A75648	"Grapadora macarron 25 hjs deli"	"Grapadora macarron 25 hjs deli"	"in stock"	new	89.00	https://acosa.com.hn/product/grapadora-macarron-25-hjs-deli	https://acosa.com.hn/wp-content/uploads/2024/08/0402F.webp	389	DELI	1.15	77.39
A75649	"Lapiz color largo 24 colores caja metal finenolo deli"	"Lapiz color largo 24 colores caja metal finenolo deli"	"in stock"	new	243.00	https://acosa.com.hn/product/lapiz-color-largo-24-colores-caja-metal-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C122-24.webp	397	DELI	0	243
A75650	"Lapiz color largo 48 colores caja metal finenolo deli"	"Lapiz color largo 48 colores caja metal finenolo deli"	"in stock"	new	494.00	https://acosa.com.hn/product/lapiz-color-largo-48-colores-caja-metal-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C122-48.webp	311	DELI	0	494
A75656	"Marcador punta ultra fina 9 colores deli"	"Marcador punta ultra fina 9 colores deli"	"in stock"	new	243.00	https://acosa.com.hn/product/marcador-punta-ultra-fina-9-colores-deli	https://acosa.com.hn/wp-content/uploads/2024/08/S572.webp	612	DELI	1.15	211.3
A75657	"Marcador acrilico deli 24 colores toda superficie"	"Marcador acrilico deli 24 colores toda superficie"	"in stock"	new	243.00	https://acosa.com.hn/product/marcador-acrilico-deli-24-colores-toda-superficie	https://acosa.com.hn/wp-content/uploads/2024/08/HM321-24.webp	99	DELI	1.15	211.3
A75658	"Pasteles oleo deli 12 colores"	"Pasteles oleo deli 12 colores"	"in stock"	new	69.00	https://acosa.com.hn/product/pasteles-oleo-deli-12-colores	https://acosa.com.hn/wp-content/uploads/2024/08/C20104.webp	1080	DELI	1.15	60
A75660	"Pinceles paquete6 #2/6/8/10 finenolo deli"	"Pinceles paquete6 #2/6/8/10 finenolo deli"	"in stock"	new	188.00	https://acosa.com.hn/product/pinceles-paquete6-2-6-8-10-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C278.webp	130	DELI	1.15	163.48
A75661	"Pintura acril 75ml amarillo finenolo deli"	"Pintura acril 75ml amarillo finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-amarillo-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-YL.webp	747	DELI	1.15	51.3
A75662	"Pintura acril 75ml amarillo limon finenolo deli"	"Pintura acril 75ml amarillo limon finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-amarillo-limon-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-MY.webp	560	DELI	1.15	51.3
A75663	"Pintura acril 75ml azul claro finenolo deli"	"Pintura acril 75ml azul claro finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-azul-claro-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-BL.webp	789	DELI	1.15	51.3
A75664	"Pintura acril 75ml azul cobalto finenolo deli"	"Pintura acril 75ml azul cobalto finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-azul-cobalto-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-CB.webp	827	DELI	1.15	51.3
A75665	"Pintura acril 75ml azul finenolo deli"	"Pintura acril 75ml azul finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-azul-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-CB-1.webp	522	DELI	1.15	51.3
A75666	"Pintura acril 75ml bermellon finenolo deli"	"Pintura acril 75ml bermellon finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-bermellon-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-VR.webp	881	DELI	1.15	51.3
A75667	"Pintura acril 75ml blanco finenolo deli"	"Pintura acril 75ml blanco finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-blanco-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-WH.webp	480	DELI	1.15	51.3
A75668	"Pintura acril 75ml cafe finenolo deli"	"Pintura acril 75ml cafe finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-cafe-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-RU.webp	851	DELI	1.15	51.3
A75669	"Pintura acril 75ml naranja finenolo deli"	"Pintura acril 75ml naranja finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-naranja-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-OR.webp	563	DELI	1.15	51.3
A75670	"Pintura acril 75ml negro finenolo deli"	"Pintura acril 75ml negro finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-negro-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-BK.webp	696	DELI	1.15	51.3
A75671	"Pintura acril 75ml rojo finenolo deli"	"Pintura acril 75ml rojo finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-rojo-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-BE.webp	998	DELI	1.15	51.3
A75672	"Pintura acril 75ml rosa finenolo deli"	"Pintura acril 75ml rosa finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-rosa-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-PK.webp	773	DELI	1.15	51.3
A75673	"Pintura acril 75ml verde finenolo deli"	"Pintura acril 75ml verde finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-verde-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-GN.webp	823	DELI	1.15	51.3
A75674	"Pintura acril 75ml verde osc finenolo deli"	"Pintura acril 75ml verde osc finenolo deli"	"in stock"	new	59.00	https://acosa.com.hn/product/pintura-acril-75ml-verde-osc-finenolo-deli	https://acosa.com.hn/wp-content/uploads/2024/08/C75-SG.webp	492	DELI	1.15	51.3
A75675	"Tape transparente 18mmx18.3m 2 rollos deli"	"Tape transparente 18mmx18.3m 2 rollos deli"	"in stock"	new	40.91	https://acosa.com.hn/product/tape-transparente-18mmx18-3m-2-rollos-deli	https://acosa.com.hn/wp-content/uploads/2024/08/A30701.webp	518	DELI	1.15	35.57
A75652	"Marcador permanente azul deli"	"Marcador permanente azul deli"	"in stock"	new	12.20	https://acosa.com.hn/product/marcador-permanente-azul-deli	https://acosa.com.hn/wp-content/uploads/2024/09/U10130.webp	2893	DELI	1.15	10.61
A75653	"Marcador permanente negro deli"	"Marcador permanente negro deli"	"in stock"	new	12.20	https://acosa.com.hn/product/marcador-permanente-negro-deli	https://acosa.com.hn/wp-content/uploads/2024/09/U10120.webp	550	DELI	1.15	10.61
A75654	"Marcador permanente rojo deli"	"Marcador permanente rojo deli"	"in stock"	new	12.20	https://acosa.com.hn/product/marcador-permanente-rojo-deli	https://acosa.com.hn/wp-content/uploads/2024/09/U10140.webp	3172	DELI	1.15	10.61
A75655	"Marcador permanente verde deli"	"Marcador permanente verde deli"	"in stock"	new	11.01	https://acosa.com.hn/product/marcador-permanente-verde-deli	https://acosa.com.hn/wp-content/uploads/2024/09/U10150.webp	3898	DELI	1.15	9.57
A72178	"Calculadora deli escritorio 12 digitos verde"	"Calculadora deli escritorio 12 digitos verde"	"in stock"	new	189.70	https://acosa.com.hn/product/calculadora-deli-escritorio-12-digitos-verde-2	https://acosa.com.hn/wp-content/uploads/2024/09/EM210F-v.webp	357	DELI	1.15	164.96
A66045	"Tape doble cara 12mmx9.1m deli"	"Tape doble cara 12mmx9.1m deli"	"in stock"	new	11.97	https://acosa.com.hn/product/tape-doble-cara-12mmx9-1m-deli	https://acosa.com.hn/wp-content/uploads/2024/10/30405.webp	1036	DELI	1.15	10.41
A66046	"Tape doble cara 24mmx9.1m deli"	"Tape doble cara 24mmx9.1m deli"	"in stock"	new	21.33	https://acosa.com.hn/product/tape-doble-cara-24mmx9-1m-deli	https://acosa.com.hn/wp-content/uploads/2024/10/30407.webp	646	DELI	1.15	18.55
A66075	"Tape doble cara deli 25.4mmx1.5m"	"Tape doble cara deli 25.4mmx1.5m"	"in stock"	new	34.94	https://acosa.com.hn/product/tape-doble-cara-deli-25-4mmx1-5m	https://acosa.com.hn/wp-content/uploads/2024/10/A35011.webp	1668	DELI	1.15	30.38
A75659	"Pegamento deli en cinta 8mx6mm"	"Pegamento deli en cinta 8mx6mm"	"in stock"	new	42.21	https://acosa.com.hn/product/pegamento-deli-en-cinta-8mx6mm	https://acosa.com.hn/wp-content/uploads/2024/10/A49112.webp	1964	DELI	1.15	36.7
A76075	"Lapiz grafito 4b paquete 12 deli"	"Lapiz grafito 4b paquete 12 deli"	"in stock"	new	80.00	https://acosa.com.hn/product/lapiz-grafito-4b-paquete-12-deli	https://acosa.com.hn/wp-content/uploads/2024/10/S999-4B.webp	456	DELI	0	80
A76354	"Acordeon deli a4 13diviciones con elástico"	"Acordeon deli a4 13diviciones con elástico"	"in stock"	new	245.00	https://acosa.com.hn/product/acordeon-deli-a4-13diviciones-con-elastico	https://acosa.com.hn/wp-content/uploads/2024/11/E38128.webp	78	DELI	1.15	213.04
A76366	"Cover report deli a4 paquete de 5"	"Cover report deli a4 paquete de 5"	"in stock"	new	79.01	https://acosa.com.hn/product/cover-report-deli-a4-paquete-de-5	https://acosa.com.hn/wp-content/uploads/2024/11/E5532.webp	119	DELI	1.15	68.7
A76395	"Tablero tamaño carta deli plastico colores surtidos"	"Tablero tamaño carta deli plastico colores surtidos"	"in stock"	new	119.00	https://acosa.com.hn/product/tablero-tamano-carta-deli-plastico-colores-surtidos	https://acosa.com.hn/wp-content/uploads/2024/11/EF75002.webp	50	DELI	1.15	103.48
A76396	"Tablero tamaño carta deli plastico escarchado"	"Tablero tamaño carta deli plastico escarchado"	"in stock"	new	69.00	https://acosa.com.hn/product/tablero-tamano-carta-deli-plastico-escarchado	https://acosa.com.hn/wp-content/uploads/2024/11/PE107.webp	78	DELI	1.15	60
A76397	"Tablero tamaño carta deli plast para 70 hojas"	"Tablero tamaño carta deli plast para 70 hojas"	"in stock"	new	109.00	https://acosa.com.hn/product/tablero-tamano-carta-deli-plast-para-70-hojas	https://acosa.com.hn/wp-content/uploads/2024/11/EF408.webp	204	DELI	1.15	94.78
A76398	"Tempera deli 6 colores 15ml"	"Tempera deli 6 colores 15ml"	"in stock"	new	69.00	https://acosa.com.hn/product/tempera-deli-6-colores-15ml	https://acosa.com.hn/wp-content/uploads/2024/11/EC22-6.webp	1114	DELI	1.15	60
A76387	"Nota adhesiva deli bandera con dispensador"	"Nota adhesiva deli bandera con dispensador"	"in stock"	new	22.30	https://acosa.com.hn/product/nota-adhesiva-deli-bandera-con-dispensador	https://acosa.com.hn/wp-content/uploads/2024/11/EA120.webp	1634	DELI	1.15	19.39
A76393	"Push pinsel deli transparentes"	"Push pinsel deli transparentes"	"in stock"	new	45.10	https://acosa.com.hn/product/push-pinsel-deli-transparentes	https://acosa.com.hn/wp-content/uploads/2024/11/E0030.webp	93	DELI	1.15	39.22
A76356	"Boligrafo deli daily con base"	"Boligrafo deli daily con base"	"in stock"	new	26.10	https://acosa.com.hn/product/boligrafo-deli-daily-con-base	https://acosa.com.hn/wp-content/uploads/2024/11/E6791.webp	365	DELI	0	26.1
A76365	"Corrector de cinta tipo lapiz 12 metros"	"Corrector de cinta tipo lapiz 12 metros"	"in stock"	new	48.40	https://acosa.com.hn/product/corrector-de-cinta-tipo-lapiz-12-metros	https://acosa.com.hn/wp-content/uploads/2024/11/VR12.webp	4	DELI	1.15	42.09
A76385	"Tape doble cara 24mm x 5yardas deli mounting"	"Tape doble cara 24mm x 5yardas deli mounting"	"in stock"	new	48.40	https://acosa.com.hn/product/tape-doble-cara-24mm-x-5yardas-deli-mounting	https://acosa.com.hn/wp-content/uploads/2024/11/EA368.webp	747	DELI	1.15	42.09
A76388	"Pintura de dedo deli paquete 6 75ml"	"Pintura de dedo deli paquete 6 75ml"	"in stock"	new	243.00	https://acosa.com.hn/product/pintura-de-dedo-deli-paquete-6-75ml	https://acosa.com.hn/wp-content/uploads/2024/11/EC23-6.webp	440	DELI	1.15	211.3
A76392	"Portamina deli 0.7mm plastico colores surtido"	"Portamina deli 0.7mm plastico colores surtido"	"in stock"	new	14.90	https://acosa.com.hn/product/portamina-deli-0-7mm-plastico-colores-surtido	https://acosa.com.hn/wp-content/uploads/2024/11/EU60300.webp	446	DELI	1.15	12.96
A76359	"Boligrafo deli negro retractil 0.38mm ultra fino"	"Boligrafo deli negro retractil 0.38mm ultra fino"	"in stock"	new	10.10	https://acosa.com.hn/product/boligrafo-deli-negro-retractil-0-38mm-ultra-fino	https://acosa.com.hn/wp-content/uploads/2024/11/A115.webp	3830	DELI	0	10.1
A76360	"Boligrafo deli retractil paquete 6 0.5mm delight"	"Boligrafo deli retractil paquete 6 0.5mm delight"	"in stock"	new	79.00	https://acosa.com.hn/product/boligrafo-deli-retractil-paquete-6-0-5mm-delight	https://acosa.com.hn/wp-content/uploads/2024/11/EG118-6C.webp	1361	DELI	0	79
A76355	"Boligrafo deli azul 0.7mm gel matte arris"	"Boligrafo deli azul 0.7mm gel matte arris"	"in stock"	new	11.00	https://acosa.com.hn/product/boligrafo-deli-azul-0-7mm-gel-matte-arris	https://acosa.com.hn/wp-content/uploads/2024/12/EG84-BL.webp	2587	DELI	0	11
A76358	"Boligrafo deli negro 0.7mm gel matte arris"	"Boligrafo deli negro 0.7mm gel matte arris"	"in stock"	new	11.00	https://acosa.com.hn/product/boligrafo-deli-negro-0-7mm-gel-matte-arris	https://acosa.com.hn/wp-content/uploads/2024/12/EG84-BK.webp	140	DELI	0	11
A76404	"Escuadra plastica 21cm/45° deli"	"Escuadra plastica 21cm/45° deli"	"in stock"	new	9.30	https://acosa.com.hn/product/escuadra-plastica-21cm-45-deli	https://acosa.com.hn/wp-content/uploads/2025/01/H14.webp	1629	DELI	0	9.3
A76383	"Marcador doble punta paquete 36 base agua deli"	"Marcador doble punta paquete 36 base agua deli"	"in stock"	new	287.99	https://acosa.com.hn/product/marcador-doble-punta-paquete-36-base-agua-deli	https://acosa.com.hn/wp-content/uploads/2025/01/EC187-36.webp	25	DELI	1.15	250.43
A76368	"Lapicero deli cilindro"	"Lapicero deli cilindro"	"in stock"	new	74.41	https://acosa.com.hn/product/lapicero-deli-cilindro	https://acosa.com.hn/wp-content/uploads/2025/01/EH916.webp	194	DELI	1.15	64.7
A76382	"Marcador doble punta paquete 24 base agua deli"	"Marcador doble punta paquete 24 base agua deli"	"in stock"	new	188.00	https://acosa.com.hn/product/marcador-doble-punta-paquete-24-base-agua-deli	https://acosa.com.hn/wp-content/uploads/2025/01/EC187-24.webp	9	DELI	1.15	163.48
A76371	"Lapiz de carbon deli medio pqt12"	"Lapiz de carbon deli medio pqt12"	"in stock"	new	89.00	https://acosa.com.hn/product/lapiz-de-carbon-deli-medio-pqt12	https://acosa.com.hn/wp-content/uploads/2025/01/58121.webp	180	DELI	1.15	77.39
A76373	"Lapiz de carbon deli suave pqt12"	"Lapiz de carbon deli suave pqt12"	"in stock"	new	89.00	https://acosa.com.hn/product/lapiz-de-carbon-deli-suave-pqt12	https://acosa.com.hn/wp-content/uploads/2025/01/58120.webp	176	DELI	1.15	77.39
A76374	"Lapiz grafito hb paquete 12 deli enovation"	"Lapiz grafito hb paquete 12 deli enovation"	"in stock"	new	32.80	https://acosa.com.hn/product/lapiz-grafito-hb-deli-paquete-12-enovation	https://acosa.com.hn/wp-content/uploads/2025/01/EC020-HB.webp	3639	DELI	0	32.8
A76389	"Plastilina deli 6 colores neon"	"Plastilina deli 6 colores neon"	"in stock"	new	13.20	https://acosa.com.hn/product/plastilina-deli-6-colores-neon	https://acosa.com.hn/wp-content/uploads/2025/01/EH713.webp	132	DELI	1.15	11.48
A76403	"Papel tapiz transparente 50cmx3mts deli"	"Papel tapiz transparente 50cmx3mts deli"	"in stock"	new	79.01	https://acosa.com.hn/product/papel-tapiz-transparente-50cmx3mts-deli	https://acosa.com.hn/wp-content/uploads/2025/01/H831.webp	853	DELI	1.15	68.7
A75642	"Boligrafo deli rojo 0.7mm arrow q23-bl"	"Boligrafo deli rojo 0.7mm arrow q23-bl"	"in stock"	new	5.60	https://acosa.com.hn/product/boligrafo-deli-rojo-0-7mm-arrow-q23-bl	https://acosa.com.hn/wp-content/uploads/2025/01/Q23-RD.webp	5885	DELI	0	5.6
A76381	"Marcador doble punta paquete 12 base agua deli"	"Marcador doble punta paquete 12 base agua deli"	"in stock"	new	99.00	https://acosa.com.hn/product/marcador-doble-punta-paquete-12-base-agua-deli	https://acosa.com.hn/wp-content/uploads/2025/01/EC187-12.webp	23	DELI	1.15	86.09
A75676	"Tijera 5 3/10  diseño deli surtido"	"Tijera 5 3/10  diseño deli surtido"	"in stock"	new	41.00	https://acosa.com.hn/product/tijera-5-3-10-diseno-deli-surtido	https://acosa.com.hn/wp-content/uploads/2025/01/D60001.webp	1138	DELI	1.15	35.65
A76391	"Portamina deli 0.5mm plastico colores surtido"	"Portamina deli 0.5mm plastico colores surtido"	"in stock"	new	14.90	https://acosa.com.hn/product/portamina-deli-0-5mm-plastico-colores-surtido	https://acosa.com.hn/wp-content/uploads/2025/01/EU60200.webp	1439	DELI	1.15	12.96
A76380	"Marcador brush base agua paquete 6 deli inspira"	"Marcador brush base agua paquete 6 deli inspira"	"in stock"	new	110.00	https://acosa.com.hn/product/marcador-brush-base-agua-paquete-6-deli-inspira	https://acosa.com.hn/wp-content/uploads/2025/01/EU304.webp	614	DELI	1.15	95.65
A76390	"Plastilina deli 6 colores pastel"	"Plastilina deli 6 colores pastel"	"in stock"	new	13.20	https://acosa.com.hn/product/plastilina-deli-6-colores-pastel	https://acosa.com.hn/wp-content/uploads/2025/01/EH714.webp	151	DELI	1.15	11.48
A75638	"Acuarela 12 colores deli"	"Acuarela 12 colores deli"	"in stock"	new	95.00	https://acosa.com.hn/product/acuarela-12-colores-deli	https://acosa.com.hn/wp-content/uploads/2025/01/C10-12.webp	1101	DELI	0	95
A76372	"Lapiz de carbon deli rigido pqt12"	"Lapiz de carbon deli rigido pqt12"	"in stock"	new	89.00	https://acosa.com.hn/product/lapiz-de-carbon-deli-rigido-pqt12	https://acosa.com.hn/wp-content/uploads/2025/01/58122.webp	123	DELI	1.15	77.39
A76384	"Masa para moldear 6 colores deli 2onzas 3y+"	"Masa para moldear 6 colores deli 2onzas 3y+"	"in stock"	new	109.00	https://acosa.com.hn/product/masa-para-moldear-6-colores-deli-2onzas-3y	https://acosa.com.hn/wp-content/uploads/2025/01/EH722.webp	207	DELI	1.15	94.78
A76375	"Marcador acrilico paquete 12 deli"	"Marcador acrilico paquete 12 deli"	"in stock"	new	287.99	https://acosa.com.hn/product/marcador-acrilico-paquete-12-deli	https://acosa.com.hn/wp-content/uploads/2025/01/HM111-12.webp	132	DELI	1.15	250.43
A76367	"Lapicera plastico deli grande colores surtido"	"Lapicera plastico deli grande colores surtido"	"in stock"	new	107.00	https://acosa.com.hn/product/lapicera-plastico-deli-grande-colores-surtido	https://acosa.com.hn/wp-content/uploads/2025/01/PP109.webp	209	DELI	1.15	93.04
A76361	"Borrador deli paleta"	"Borrador deli paleta"	"in stock"	new	12.40	https://acosa.com.hn/product/borrador-deli-paleta	https://acosa.com.hn/wp-content/uploads/2025/01/71122.webp	2358	DELI	0	12.4
A76362	"Borrador deli roller"	"Borrador deli roller"	"in stock"	new	15.60	https://acosa.com.hn/product/borrador-deli-roller	https://acosa.com.hn/wp-content/uploads/2025/01/VP154.webp	1436	DELI	0	15.6
A76363	"Borrador para pizarra deli magnetico grande"	"Borrador para pizarra deli magnetico grande"	"in stock"	new	31.00	https://acosa.com.hn/product/borrador-para-pizarra-deli-magnetico-grande	https://acosa.com.hn/wp-content/uploads/2025/01/E7838.webp	501	DELI	0	31
A76357	"Boligrafo deli negra 0.5mm gel max"	"Boligrafo deli negra 0.5mm gel max"	"in stock"	new	6.60	https://acosa.com.hn/product/boligrafo-deli-negra-0-5mm-gel-max	https://acosa.com.hn/wp-content/uploads/2025/01/EG62-BK.webp	994	DELI	0	6.6
A76376	"Marcador acrilico paquete 24 deli"	"Marcador acrilico paquete 24 deli"	"in stock"	new	550.00	https://acosa.com.hn/product/marcador-acrilico-paquete-24-deli	https://acosa.com.hn/wp-content/uploads/2025/02/HM111-24.webp	72	DELI	1.15	478.26
A76369	"Lapicero deli doble deposito negro y gris"	"Lapicero deli doble deposito negro y gris"	"in stock"	new	228.00	https://acosa.com.hn/product/lapicero-deli-doble-deposito-negro-y-gris	https://acosa.com.hn/wp-content/uploads/2025/02/EH969.webp	306	DELI	1.15	198.26
A77725	"Lapiz grafito b paquete 12 deli"	"Lapiz grafito b paquete 12 deli"	"in stock"	new	80.00	https://acosa.com.hn/product/lapiz-grafito-b-paquete-12-deli	https://acosa.com.hn/wp-content/uploads/2025/02/S999-B.webp	303	DELI	0	80
A76944	"Marcador acrilico deli  6 colores glitter-metalico"	"Marcador acrilico deli  6 colores glitter-metalico"	"in stock"	new	89.00	https://acosa.com.hn/product/marcador-acrilico-deli-6-colores-glitter-metalico	https://acosa.com.hn/wp-content/uploads/2025/02/HM114-B.webp	458	DELI	1.15	77.39
A76948	"Corrector deli roller cinta 7mmx12m"	"Corrector deli roller cinta 7mmx12m"	"in stock"	new	36.20	https://acosa.com.hn/product/corrector-deli-roller-cinta-7mmx12m	https://acosa.com.hn/wp-content/uploads/2025/02/VR701.webp	759	DELI	1.15	31.48
A76950	"Boligrafo deli negro 0.5mm gel g102"	"Boligrafo deli negro 0.5mm gel g102"	"in stock"	new	9.60	https://acosa.com.hn/product/boligrafo-deli-negro-0-5mm-gel-g102	https://acosa.com.hn/wp-content/uploads/2025/02/EG101-BK.webp	4726	DELI	0	9.6
A76951	"Boligrafo deli azul 0.5mm gel g103"	"Boligrafo deli azul 0.5mm gel g103"	"in stock"	new	9.60	https://acosa.com.hn/product/boligrafo-deli-azul-0-5mm-gel-g103	https://acosa.com.hn/wp-content/uploads/2025/02/EG101-BL.webp	855	DELI	0	9.6
A76952	"Boligrafo deli negro retrac 0.5mm gel grip sa68"	"Boligrafo deli negro retrac 0.5mm gel grip sa68"	"in stock"	new	14.70	https://acosa.com.hn/product/boligrafo-deli-negro-retrac-0-5mm-gel-grip-sa68	https://acosa.com.hn/wp-content/uploads/2025/02/SA68.webp	1862	DELI	0	14.7
A76377	"Marcador acrilico paquete12 color emotion"	"Marcador acrilico paquete12 color emotion"	"in stock"	new	166.00	https://acosa.com.hn/product/marcador-acrilico-paquete12-color-emotion	https://acosa.com.hn/wp-content/uploads/2025/02/EC190-12.webp	682	DELI	1.15	144.35
A76379	"Marcador acrilico paquetes 36 color emotion"	"Marcador acrilico paquetes 36 color emotion"	"in stock"	new	550.00	https://acosa.com.hn/product/marcador-acrilico-paquetes-36-color-emotion	https://acosa.com.hn/wp-content/uploads/2025/02/EC190-36.webp	93	DELI	1.15	478.26
A72225	"Regla plastica 30cm flexible deli surtido (azul/rosa)"	"Regla plastica 30cm flexible deli surtido (azul/rosa)"	"in stock"	new	17.90	https://acosa.com.hn/product/regla-plastica-30cm-flexible-deli-surtido-azul-rosa	https://acosa.com.hn/wp-content/uploads/2025/02/EH21.webp	2003	DELI	0	17.9
A76394	"Set plastilina deli space 19 piezas"	"Set plastilina deli space 19 piezas"	"in stock"	new	287.99	https://acosa.com.hn/product/set-plastilina-deli-space-19-piezas	https://acosa.com.hn/wp-content/uploads/2025/02/EH724.webp	69	DELI	1.15	250.43
A76953	"Tape sellar transparente 48mmx90yd deli"	"Tape sellar transparente 48mmx90yd deli"	"in stock"	new	46.75	https://acosa.com.hn/product/tape-sellar-transparente-48mmx90yd-deli	https://acosa.com.hn/wp-content/uploads/2025/02/EA500.webp	353	DELI	1.15	40.65
A76954	"Tape sellar transparente 45mmx72yd deli"	"Tape sellar transparente 45mmx72yd deli"	"in stock"	new	37.50	https://acosa.com.hn/product/tape-sellar-transparente-45mmx72yd-deli	https://acosa.com.hn/wp-content/uploads/2025/02/EA501.webp	439	DELI	1.15	32.61
A76955	"Tape transparente 24mmx40yd deli"	"Tape transparente 24mmx40yd deli"	"in stock"	new	13.50	https://acosa.com.hn/product/tape-transparente-24mmx40yd-deli	https://acosa.com.hn/wp-content/uploads/2025/02/EA502.webp	1079	DELI	1.15	11.74
A76945	"Tape doble cara 24mmx5mx1mm transp deli"	"Tape doble cara 24mmx5mx1mm transp deli"	"in stock"	new	79.01	https://acosa.com.hn/product/tape-doble-cara-24mmx5mx1mm-transp-deli	https://acosa.com.hn/wp-content/uploads/2025/02/EA505.webp	354	DELI	1.15	68.7
A76946	"Tape doble cara 24mmx3mx1mm transp deli"	"Tape doble cara 24mmx3mx1mm transp deli"	"in stock"	new	59.00	https://acosa.com.hn/product/tape-doble-cara-24mmx3mx1mm-transp-deli	https://acosa.com.hn/wp-content/uploads/2025/02/EA504.webp	585	DELI	1.15	51.3
A76947	"Tape doble cara 24mmx1mx1mm transp deli"	"Tape doble cara 24mmx1mx1mm transp deli"	"in stock"	new	27.90	https://acosa.com.hn/product/tape-doble-cara-24mmx1mx1mm-transp-deli	https://acosa.com.hn/wp-content/uploads/2025/02/EA503.webp	692	DELI	1.15	24.26
A76956	"Masking tape 15mmx20yd paquete 10 deli"	"Masking tape 15mmx20yd paquete 10 deli"	"in stock"	new	129.00	https://acosa.com.hn/product/masking-tape-15mmx20yd-paquete-10-deli	https://acosa.com.hn/wp-content/uploads/2025/03/EA511.webp	192	DELI	1.15	112.17
A76958	"Masking tape 24mmx20yd paquete 6 deli"	"Masking tape 24mmx20yd paquete 6 deli"	"in stock"	new	119.00	https://acosa.com.hn/product/masking-tape-24mmx20yd-paquete-6-deli	https://acosa.com.hn/wp-content/uploads/2025/03/EA513.webp	213	DELI	1.15	103.48
A76959	"Masking tape 36mmx20yd paquete 4 deli"	"Masking tape 36mmx20yd paquete 4 deli"	"in stock"	new	119.00	https://acosa.com.hn/product/masking-tape-36mmx20yd-paquete-4-deli	https://acosa.com.hn/wp-content/uploads/2025/03/EA514.webp	224	DELI	1.15	103.48
A76957	"Masking tape 20mmx20yd paquete 7 deli"	"Masking tape 20mmx20yd paquete 7 deli"	"in stock"	new	119.00	https://acosa.com.hn/product/masking-tape-20mmx20yd-paquete-7-deli	https://acosa.com.hn/wp-content/uploads/2025/03/EA512.webp	200	DELI	1.15	103.48
A78357	"Destructor deli 5 hojas para papel capacidad 10lts"	"Destructor deli 5 hojas para papel capacidad 10lts"	"in stock"	new	2145.00	https://acosa.com.hn/product/destructor-deli-5-hojas-para-papel-capacidad-10lts	https://acosa.com.hn/wp-content/uploads/2025/03/T015.webp	43	DELI	1.15	1865.22
